Publication Number,Kind Code,Title,Assignee,Innography URL,First IP Classification,First CP Classification,First US Classification
US12086428,B2,"Memory controller adjusting power, memory system including same, and operating method for memory system","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/iPcXiQOOHY7g5oXtJX3AfA%3D%3D,G06F01200000,G06F0003062500,710244000
CN114461137,B,"Writing method and device based on solid hard disk","Tianyiyun Technology Co., Ltd.",https://patentscout.innography.com/share/P8Yazob1fbPNpnbSHLzJjQ%3D%3D,G06F00306000,G06F0003067900,711004000
US20210255792,A1,"System and method for efficiently converting low-locality data into high-locality data","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/AWecMylZ6TyMLNk8JRMt4Q%3D%3D,G06F00306000,G06F0003060400,711004000
US11442643,B2,"System and method for efficiently converting low-locality data into high-locality data","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/4LuQ2PEEsVJjKMy7aLZxrA%3D%3D,G06F00306000,G06F0003060400,711004000
US10168809,B2,"Touch panel","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/D3WgidseBtLgUumg-3-VuA%3D%3D,G02F00113330,G06F0003041200,349006000
US11036324,B2,"Semiconductor device and touch panel","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/W1jUNYjc8pDgLkx7gRw4vA%3D%3D,G06F00304100,G06F0003041200,178020010
US11954276,B2,"Semiconductor device and touch panel","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/JPucuU6Co844fLFX0QZoQg%3D%3D,G06F00304100,G06F0003041200,178020010
US10585506,B2,"Display device with high visibility regardless of illuminance of external light","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/f98dImAd6vhSrMhPYqbu1A%3D%3D,G06F00304100,G06F0003041200,178020010
US10234983,B2,"Input/output panel, input/output device, and data processor","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/y8W1rJhS9-WwQfQfEQSPiQ%3D%3D,G09G00332330,G06F0003041200,345180000
CN106610802,B,"Protective device for the bitmap image file of virtual printer construction and storage method","Huaian Power Supply Company, State Grid Jiangsu Electric Power Company; Lianshui County Power Supply Company, State Grid Jiangsu Electric Power Company; State Grid Corporation Of China",https://patentscout.innography.com/share/fiAH7WwN2Vsc-AD3AhKElw%3D%3D,G06F00312000,G06F0003120600,235432000
US9639211,B2,"Display device","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/UnXcEmDLNLfEhWgxc2CGIA%3D%3D,G09G00100000,G06F0003041600,345180000
US9703423,B2,"Electronic device and electronic system","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/7w3derWBLlIZ3FpegJxmzA%3D%3D,G09G00304000,G06F0003042000,345000000
US10324564,B2,"Display device","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/2X8DorR5G48VdfL9C56bZA%3D%3D,G06F00304200,G06F0003042000,345175000
US9524993,B2,"Semiconductor device having a transistor with an oxide semiconductor layer between a first gate electrode and a second gate electrode","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/sOE-WbUWNEOsFV8bBZh1GQ%3D%3D,H01L02714600,G06F0003042000,250370080
US8928644,B2,"Display device and method for driving display device","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/9Qx4nMQj7UEwhB3q9tNz8Q%3D%3D,G09G00500000,G06F0003042000,345211000
US9971440,B2,"Method for driving circuit and method for driving display device","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/D08ZZJbD1pzL7NTDxSHkkw%3D%3D,H01L03100000,G06F0003041600,136265000
US8772701,B2,"Photodetector and display device with light guide configured to face photodetector circuit and reflect light from a source","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/k4qWyPZ-IkF5ihdBaeC4nQ%3D%3D,G01J00104000,G06F0003042100,250221000
US9846515,B2,"Photodetector and display device with light guide configured to face photodetector circuit and reflect light from a source","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/TBa1qgtFuCx5vyGyGF2ycA%3D%3D,G06F00304200,G06F0003042100,345175000
US9489088,B2,"Input-output device and method for driving input-output device","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/MjRp2qAxwyB7GNdTgKuXNw%3D%3D,G06F00304100,G06F0003041200,178020010
US8502772,B2,"Driving method of input/output device","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/5rsET2ACYKrO4qTcUyK6Wg%3D%3D,G09G00500000,G06F0003041200,345156000
CN106610802,A,"Protection device for dot matrix picture image file of the virtual printer and storage method","Huaian Power Supply Company, State Grid Jiangsu Electric Power Company; Lianshui County Power Supply Company, State Grid Jiangsu Electric Power Company; State Grid Corporation Of China",https://patentscout.innography.com/share/-BLzmmF8gD1XwBKy150Byw%3D%3D,G06F00312000,G06F0003120600,235432000
US9916793,B2,"Semiconductor device and method of driving the same","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/dKMFcbODDQaSdUs71kAlDQ%3D%3D,G06F00304200,G06F0003041200,345175000
US9366896,B2,"Liquid crystal display device and touch panel","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/CvMVMKa9b1Rd-ygbePFZ6Q%3D%3D,G02F00113330,G06F0003044600,349006000
CN117389484,A,"Data storage processing method, device, equipment and storage medium","Shenzhen Dapustor Microelectronics Co., Ltd.",https://patentscout.innography.com/share/p-XQ96E1Ojk5dai089utEg%3D%3D,G06F00306000,G06F0003061000,711004000
CN117389484,B,"Data storage processing method, device, equipment and storage medium","Shenzhen Dapustor Microelectronics Co., Ltd.",https://patentscout.innography.com/share/Tux72mCkveLSIWZj1fMQHQ%3D%3D,G06F00306000,G06F0003061000,711004000
US9780121,B2,"Touch sensor, touch panel, and manufacturing method of touch panel","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/2JfUaoi3-ZxktFQNV5XM_w%3D%3D,H01L02712000,G06F0003044500,257347000
US10101867,B2,"Display device and operation method thereof","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/NQhOl0SJ2lxPBEoRwWGg4Q%3D%3D,G06F00304400,G06F0003041200,178018060
US9960213,B2,"Input and output device having touch sensor element as input device and display device","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/bR7TZikzhVHNzRKn5KJUJw%3D%3D,G06F00304100,G06F0003041200,029025010
US10656799,B2,"Display device and operation method thereof","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/xKpWKhrAme42tCICxLwb4A%3D%3D,G06F00116000,G06F0003048300,361679100
US11112947,B2,"Display device and operation method thereof","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/wS5LC4CJdWgMU6fQbhsctQ%3D%3D,G06F00116000,G06F0003048300,361679100
US11599249,B2,"Display device and operation method thereof","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/cp8wEUa4AWU9VOaIes9hNg%3D%3D,G06F00116000,G06F0003048300,178020010
US10651203,B2,"Semiconductor device comprising a sensing unit","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/1Caf865VriGOkBp8bjMOUQ%3D%3D,H01L02712000,G06F0003044500,257347000
US9368541,B2,"Display device","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/wg_7RD1JfeSOoDjtvMQjNg%3D%3D,G06G00100000,G06F0003041600,033000000
US9484381,B2,"Display device and method for driving display device","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/-Goz9HWbXeMqvjPSkXNOTg%3D%3D,G06F00304200,G06F0003042000,345175000
US9261998,B2,"Electronic device and electronic system","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/sV58L1hhHb5_dfEZQhVyZw%3D%3D,G06F00304100,G06F0003041200,178020010
US9772702,B2,"Driving method of display device","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/JwI93dZD3z48wzU_Cyl8wQ%3D%3D,G06F00304200,G06F0003041200,345175000
US8605059,B2,"Input/output device and driving method thereof","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/Lh6rr6mlsiKjQJAz8lBerg%3D%3D,G06F00304200,G06F0003042000,345175000
US8928053,B2,"Input/output device","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/TpWQJVDZ2GFg3r1WflrT2A%3D%3D,H04N00314000,G06F0003041000,257292000
US20230393742,A1,"Latency reduction of flash-based devices using programming interrupts","Pure Storage, Inc.",https://patentscout.innography.com/share/m0YnldjGdTSMZbY7C3SHdw%3D%3D,G06F00306000,G06F0003061000,711004000
US9147706,B2,"Semiconductor device having sensor circuit having amplifier circuit","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/L7pmawGlx1g-5Q8UBX3e4A%3D%3D,H01L02714600,G06F0003042000,250370080
US9471182,B2,"Semiconductor device having sensor circuits with amplifier circuits and light-receiving elements","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/BwY409v4QhykSMN8L0Hh4w%3D%3D,H01L02714600,G06F0003042000,250370080
US9898194,B2,"Semiconductor device with volatile and non-volatile memories to retain data during power interruption","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/0ajTScEJHT0ZLMFoLUIv_A%3D%3D,G06F00306000,G06F0003060000,711004000
US10430093,B2,"Semiconductor device, electronic component, and electronic device","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/I5KT-gKwdt5TdTfzhmXuFQ%3D%3D,G06F00306000,G06F0003062500,711004000
US11068174,B2,"Semiconductor device, electronic component, and electronic device","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/OzCSKib7wEHW_iYKRGRnfA%3D%3D,G06F00306000,G06F0003062500,711004000
US9235355,B2,"Reverse mirroring in raid level 1","Avago Technologies International Sales Pte. Limited",https://patentscout.innography.com/share/c_yv6NZ3w0066VAA5gottg%3D%3D,G06F01200000,G06F0003065000,710244000
US12113279,B2,"Device incorporating an ir signal transmissive region","Oti Lumionics Inc.",https://patentscout.innography.com/share/OmxeWGBHxh27Uh06r0iJDA%3D%3D,H01Q01700000,G06F0003044500,342000000
CN111448554,A,"Copy source-to-target management in a data storage system","International Business Machines Corporation",https://patentscout.innography.com/share/YC9bn5c0bqWfOqncDG1DKA%3D%3D,G06F01208620,G06F0003061900,713340000
CN110908599,A,"The data writing method and writing system","Zhuhai Boya Technology Co., Ltd.",https://patentscout.innography.com/share/h2GH47P5QCMpYml83GuwjA%3D%3D,G06F00306000,G06F0003060200,711004000
CN106897027,A,"A desktop virtualization-based distributed storage services system and method","Chengdu Dianke Zhiyuan Network Technology Co., Ltd.",https://patentscout.innography.com/share/Eh-OKyN_culZwkl5R4ZRDA%3D%3D,G06F00306000,G06F0003067000,711004000
US11182103,B1,"Dedicated communications cache","Amazon Technologies, Inc.",https://patentscout.innography.com/share/Imk5v1XWo38Gd6kJdHhDnQ%3D%3D,G06F00306000,G06F0003065500,711004000
US9436406,B2,"Migration decision window selection based on hotspot characteristics","International Business Machines Corporation",https://patentscout.innography.com/share/_vdf5f78kvTEoZf_kfkMxQ%3D%3D,G06F00306000,G06F0003064900,711004000
CN119415029,A,"Method and device for capturing, storing and playing back data packet under high speed scene","Shanghai Embedway Intelligent Technology Co., Ltd.",https://patentscout.innography.com/share/6T92xiwTT8_TbMkhrMx7DQ%3D%3D,G06F00306000,G06F0003061000,711004000
US20220222015,A1,"Storage system, storage control device, and storage control method","Fujitsu Limited",https://patentscout.innography.com/share/OaiqVNPSTR32POKHb8KMlg%3D%3D,G06F00306000,G06F0003065900,711004000
CN109947369,A,"Data storage method and device","Henan Zhuozheng Electron Technology Co., Ltd.",https://patentscout.innography.com/share/-vERPdKDF1D6zHQkn3edpg%3D%3D,G06F00306000,G06F0003060000,711004000
US20180373444,A1,"Prioritization of virtual volumes to take offline in a thin provisioning system","International Business Machines Corporation",https://patentscout.innography.com/share/7daRAVSocyW5y6UglJRf7g%3D%3D,G06F00306000,G06F0003061900,711004000
US20150193162,A1,"Memory system performing incremental merge operation and data write method","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/GAjxz60KZg4HCU_k2pktnA%3D%3D,G06F00306000,G06F0003061900,711004000
US9582208,B2,"Memory system performing incremental merge operation and data write method","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/Pl1n6HcjfT3RKD505oFQoA%3D%3D,G06F01202000,G06F0003061900,345543000
US9483197,B1,"Transaction-based storage system and method that uses variable sized objects to store data","Primos Storage Technology LLC",https://patentscout.innography.com/share/5862rAIlaGjuja0_xXQrqw%3D%3D,G06F00306000,G06F0003061900,711004000
US10592150,B2,"Storage apparatus","Hitachi Vantara, Ltd.",https://patentscout.innography.com/share/I-MP8-AZerp5Z6sWGdDkog%3D%3D,G06F01200000,G06F0003064100,710244000
US11899950,B1,"Domain-specific initial configuration of high-speed memory","Dell Products, L.p.",https://patentscout.innography.com/share/o87_htLgBwxuFGEj1Zanag%3D%3D,G06F00300000,G06F0003063200,708134000
US20180136839,A1,"Storage optimization based i/o pattern modeling","Open Drives, Inc.",https://patentscout.innography.com/share/dRJ8uPnNxbYrEJ5pyv94AA%3D%3D,G06F00306000,G06F0003061000,711004000
US10228860,B2,"Storage optimization based i/o pattern modeling","Open Drives, Inc.",https://patentscout.innography.com/share/C_k87kxmRbYGmRQa_WGsdg%3D%3D,G06F00306000,G06F0003061000,711004000
CN104267908,A,"A data storing and reading method and device","Ingenic Semiconductor Co., Ltd.",https://patentscout.innography.com/share/Y8EtVk3huK3-SHB5dpaXzQ%3D%3D,G06F00306000,G06F0003060200,711004000
US20160050112,A1,"Distributed caching systems and methods","Pernixdata, Inc.",https://patentscout.innography.com/share/zrsYhbdxqg2cppuR7a3wHA%3D%3D,H04L01224000,G06F0003061100,370225000
CN105718219,B,"Method and module based on usb 3.0 high speed data transmission and storage","Zhejiang University",https://patentscout.innography.com/share/kYKdtjqe5YcIwd_eh6EVvw%3D%3D,G06F00306000,G06F0003061100,711004000
CN106383666,B,"A data storage method and device","Eastcompeace Technology Co., Ltd.",https://patentscout.innography.com/share/REL4_OARp4heYpiphU8QVg%3D%3D,G06F00306000,G06F0003064000,711004000
US20170220264,A1,"Zone forward drive management","Seagate Technology LLC",https://patentscout.innography.com/share/J2TvJ9fYITLt5UVJzBrs7g%3D%3D,G06F00306000,G06F0003061100,711004000
US9841906,B2,"Zone forward drive management","Seagate Technology LLC",https://patentscout.innography.com/share/Gqqt5nWKalQBYpkreQcd9g%3D%3D,G06F01200000,G06F0003061100,710244000
US10037098,B2,"Methods and apparatus concerning sensitive force sensors","The Board Of Trustees Of The Leland Stanford Junior University",https://patentscout.innography.com/share/JiYIyWS5lDweynE0ynPlig%3D%3D,G06F00304100,G06F0003041440,178020010
US20220374318,A1,"Managing lifecycle of virtualization software running in a standalone host","Vmware LLC",https://patentscout.innography.com/share/3Bp1H3heNclpGJ3cFOj2ag%3D%3D,G06F01114000,G06F0003066400,713340000
US11573869,B2,"Managing lifecycle of virtualization software running in a standalone host","Vmware LLC",https://patentscout.innography.com/share/0WErkZS_1d_frwXlP_4Mgw%3D%3D,G06F01114000,G06F0003066400,713340000
